,State,County,CENSUS2010POP,All Ages in Poverty Percent LB 90%
2014,North Carolina,Vance County,45422.0,22.7
2015,North Carolina,Wake County,900993.0,7.6
2016,North Carolina,Warren County,20972.0,15.0
2017,North Carolina,Washington County,13228.0,16.0
2018,North Carolina,Watauga County,51079.0,18.9
2019,North Carolina,Wayne County,122623.0,17.8
2020,North Carolina,Wilkes County,69340.0,16.3
2021,North Carolina,Wilson County,81234.0,18.4
2022,North Carolina,Yadkin County,38406.0,10.5
2023,North Carolina,Yancey County,17818.0,14.5
2025,North Dakota,Adams County,2343.0,8.1
2026,North Dakota,Barnes County,11066.0,9.9
2027,North Dakota,Benson County,6660.0,25.5
2028,North Dakota,Billings County,783.0,6.8
2029,North Dakota,Bottineau County,6429.0,9.2
2030,North Dakota,Bowman County,3151.0,6.6
2031,North Dakota,Burke County,1968.0,7.1
2032,North Dakota,Burleigh County,81308.0,6.0
2033,North Dakota,Cass County,149778.0,9.2
2034,North Dakota,Cavalier County,3993.0,8.2
2035,North Dakota,Dickey County,5289.0,8.4
2036,North Dakota,Divide County,2071.0,7.5
2037,North Dakota,Dunn County,3536.0,7.9
2038,North Dakota,Eddy County,2385.0,8.1
2039,North Dakota,Emmons County,3550.0,9.9
2040,North Dakota,Foster County,3343.0,6.6
2041,North Dakota,Golden Valley County,1680.0,8.4
2042,North Dakota,Grand Forks County,66861.0,11.0
2043,North Dakota,Grant County,2394.0,10.8
2044,North Dakota,Griggs County,2420.0,6.9
2045,North Dakota,Hettinger County,2477.0,9.4
2046,North Dakota,Kidder County,2435.0,11.2
2047,North Dakota,LaMoure County,4139.0,8.7
2048,North Dakota,Logan County,1990.0,9.7
2049,North Dakota,McHenry County,5395.0,9.2
2050,North Dakota,McIntosh County,2809.0,10.4
2051,North Dakota,McKenzie County,6360.0,7.3
2052,North Dakota,McLean County,8962.0,7.0
2053,North Dakota,Mercer County,8424.0,5.6
2054,North Dakota,Morton County,27471.0,6.3
2055,North Dakota,Mountrail County,7673.0,8.0
2056,North Dakota,Nelson County,3126.0,8.3
2057,North Dakota,Oliver County,1846.0,7.8
2058,North Dakota,Pembina County,7413.0,8.2
2059,North Dakota,Pierce County,4357.0,8.7
2060,North Dakota,Ramsey County,11451.0,9.6
2061,North Dakota,Ransom County,5457.0,6.7
2062,North Dakota,Renville County,2470.0,6.2
2063,North Dakota,Richland County,16321.0,9.5
2064,North Dakota,Rolette County,13937.0,19.4
2065,North Dakota,Sargent County,3829.0,5.8
2066,North Dakota,Sheridan County,1321.0,12.5
2067,North Dakota,Sioux County,4153.0,25.8
2068,North Dakota,Slope County,727.0,9.5
2069,North Dakota,Stark County,24199.0,6.5
2070,North Dakota,Steele County,1975.0,6.0
2071,North Dakota,Stutsman County,21100.0,9.2
2072,North Dakota,Towner County,2246.0,7.1
2073,North Dakota,Traill County,8121.0,6.3
2074,North Dakota,Walsh County,11119.0,8.4
2075,North Dakota,Ward County,61675.0,9.2
2076,North Dakota,Wells County,4207.0,8.5
2077,North Dakota,Williams County,22398.0,5.0
2079,Ohio,Adams County,28550.0,16.1
2080,Ohio,Allen County,106331.0,12.1
2081,Ohio,Ashland County,53139.0,8.1
2082,Ohio,Ashtabula County,101497.0,15.0
2083,Ohio,Athens County,64757.0,27.3
2084,Ohio,Auglaize County,45949.0,5.3
2085,Ohio,Belmont County,70400.0,10.4
2086,Ohio,Brown County,44846.0,9.2
2087,Ohio,Butler County,368130.0,11.3
2088,Ohio,Carroll County,28836.0,10.5
2089,Ohio,Champaign County,40097.0,8.0
2090,Ohio,Clark County,138333.0,13.0
2091,Ohio,Clermont County,197363.0,6.8
2092,Ohio,Clinton County,42040.0,9.6
2093,Ohio,Columbiana County,107841.0,12.9
2094,Ohio,Coshocton County,36901.0,13.1
2095,Ohio,Crawford County,43784.0,11.4
2096,Ohio,Cuyahoga County,1280122.0,17.1
2097,Ohio,Darke County,52959.0,7.8
2098,Ohio,Defiance County,39037.0,7.3
2099,Ohio,Delaware County,174214.0,3.4
2100,Ohio,Erie County,77079.0,8.4
2101,Ohio,Fairfield County,146156.0,7.9
2102,Ohio,Fayette County,29030.0,12.6
2103,Ohio,Franklin County,1163414.0,14.6
2104,Ohio,Fulton County,42698.0,6.4
2105,Ohio,Gallia County,30934.0,18.4
2106,Ohio,Geauga County,93389.0,4.5
2107,Ohio,Greene County,161573.0,10.2
2108,Ohio,Guernsey County,40087.0,16.1
2109,Ohio,Hamilton County,802374.0,14.3
2110,Ohio,Hancock County,74782.0,8.2
2111,Ohio,Hardin County,32058.0,11.8
2112,Ohio,Harrison County,15864.0,12.4
2113,Ohio,Henry County,28215.0,9.2
2114,Ohio,Highland County,43589.0,12.6
2115,Ohio,Hocking County,29380.0,11.0
2116,Ohio,Holmes County,42366.0,7.4
2117,Ohio,Huron County,59626.0,9.1
2118,Ohio,Jackson County,33225.0,13.3
2119,Ohio,Jefferson County,69709.0,16.2
2120,Ohio,Knox County,60921.0,11.6
2121,Ohio,Lake County,230041.0,6.3
2122,Ohio,Lawrence County,62450.0,15.5
2123,Ohio,Licking County,166492.0,7.6
2124,Ohio,Logan County,45858.0,9.2
2125,Ohio,Lorain County,301356.0,13.0
2126,Ohio,Lucas County,441815.0,17.4
2127,Ohio,Madison County,43435.0,8.5
2128,Ohio,Mahoning County,238823.0,14.6
2129,Ohio,Marion County,66501.0,13.8
2130,Ohio,Medina County,172332.0,5.3
2131,Ohio,Meigs County,23770.0,14.1
2132,Ohio,Mercer County,40814.0,6.0
2133,Ohio,Miami County,102506.0,6.4
2134,Ohio,Monroe County,14642.0,11.1
2135,Ohio,Montgomery County,535153.0,15.8
2136,Ohio,Morgan County,15054.0,13.5
2137,Ohio,Morrow County,34827.0,9.8
2138,Ohio,Muskingum County,86074.0,14.3
2139,Ohio,Noble County,14645.0,14.9
2140,Ohio,Ottawa County,41428.0,7.9
2141,Ohio,Paulding County,19614.0,8.2
2142,Ohio,Perry County,36058.0,13.7
2143,Ohio,Pickaway County,55698.0,9.8
2144,Ohio,Pike County,28709.0,16.4
2145,Ohio,Portage County,161419.0,9.6
2146,Ohio,Preble County,42270.0,7.8
2147,Ohio,Putnam County,34499.0,4.1
2148,Ohio,Richland County,124475.0,11.9
2149,Ohio,Ross County,78064.0,15.7
2150,Ohio,Sandusky County,60944.0,8.2
2151,Ohio,Scioto County,79499.0,19.4
2152,Ohio,Seneca County,56745.0,9.6
2153,Ohio,Shelby County,49423.0,7.3
2154,Ohio,Stark County,375586.0,13.3
2155,Ohio,Summit County,541781.0,10.8
2156,Ohio,Trumbull County,210312.0,16.0
2157,Ohio,Tuscarawas County,92582.0,10.3
2158,Ohio,Union County,52300.0,3.8
2159,Ohio,Van Wert County,28744.0,6.7
2160,Ohio,Vinton County,13435.0,14.9
2161,Ohio,Warren County,212693.0,4.3
2162,Ohio,Washington County,61778.0,13.7
2163,Ohio,Wayne County,114520.0,7.6
2164,Ohio,Williams County,37642.0,7.7
2165,Ohio,Wood County,125488.0,10.6
2166,Ohio,Wyandot County,22615.0,6.3
2168,Oklahoma,Adair County,22683.0,20.7
2169,Oklahoma,Alfalfa County,5642.0,11.3
2170,Oklahoma,Atoka County,14182.0,17.1
2171,Oklahoma,Beaver County,5636.0,8.5
2172,Oklahoma,Beckham County,22119.0,12.4
2173,Oklahoma,Blaine County,11943.0,12.2
2174,Oklahoma,Bryan County,42416.0,13.8
2175,Oklahoma,Caddo County,29600.0,15.4
2176,Oklahoma,Canadian County,115541.0,5.9
2177,Oklahoma,Carter County,47557.0,15.1
2178,Oklahoma,Cherokee County,46987.0,17.5
2179,Oklahoma,Choctaw County,15205.0,18.7
2180,Oklahoma,Cimarron County,2475.0,12.4
2181,Oklahoma,Cleveland County,255755.0,10.6
2182,Oklahoma,Coal County,5925.0,18.3
2183,Oklahoma,Comanche County,124098.0,14.2
2184,Oklahoma,Cotton County,6193.0,12.3
2185,Oklahoma,Craig County,15029.0,16.0
2186,Oklahoma,Creek County,69967.0,11.8
2187,Oklahoma,Custer County,27469.0,15.1
2188,Oklahoma,Delaware County,41487.0,18.0
2189,Oklahoma,Dewey County,4810.0,9.3
2190,Oklahoma,Ellis County,4151.0,9.9
2191,Oklahoma,Garfield County,60580.0,12.4
2192,Oklahoma,Garvin County,27576.0,12.0
2193,Oklahoma,Grady County,52431.0,7.9
2194,Oklahoma,Grant County,4527.0,9.6
2195,Oklahoma,Greer County,6239.0,20.1
2196,Oklahoma,Harmon County,2922.0,18.1
2197,Oklahoma,Harper County,3685.0,8.3
2198,Oklahoma,Haskell County,12769.0,19.5
2199,Oklahoma,Hughes County,14003.0,20.1
2200,Oklahoma,Jackson County,26446.0,11.9
2201,Oklahoma,Jefferson County,6472.0,20.5
2202,Oklahoma,Johnston County,10957.0,15.1
2203,Oklahoma,Kay County,46562.0,17.5
2204,Oklahoma,Kingfisher County,15034.0,7.7
2205,Oklahoma,Kiowa County,9446.0,12.4
2206,Oklahoma,Latimer County,11154.0,14.2
2207,Oklahoma,Le Flore County,50384.0,20.0
2208,Oklahoma,Lincoln County,34273.0,12.0
2209,Oklahoma,Logan County,41848.0,8.1
2210,Oklahoma,Love County,9423.0,12.0
2211,Oklahoma,McClain County,34506.0,6.9
2212,Oklahoma,McCurtain County,33151.0,16.9
2213,Oklahoma,McIntosh County,20252.0,20.1
2214,Oklahoma,Major County,7527.0,8.2
2215,Oklahoma,Marshall County,15840.0,14.6
2216,Oklahoma,Mayes County,41259.0,12.8
2217,Oklahoma,Murray County,13488.0,11.8
2218,Oklahoma,Muskogee County,70990.0,12.6
2219,Oklahoma,Noble County,11561.0,10.1
2220,Oklahoma,Nowata County,10536.0,13.0
2221,Oklahoma,Okfuskee County,12191.0,21.5
2222,Oklahoma,Oklahoma County,718633.0,15.8
2223,Oklahoma,Okmulgee County,40069.0,18.6
2224,Oklahoma,Osage County,47472.0,12.5
2225,Oklahoma,Ottawa County,31848.0,18.2
2226,Oklahoma,Pawnee County,16577.0,11.7
2227,Oklahoma,Payne County,77350.0,20.6
2228,Oklahoma,Pittsburg County,45837.0,16.9
2229,Oklahoma,Pontotoc County,37492.0,12.6
2230,Oklahoma,Pottawatomie County,69442.0,15.2
2231,Oklahoma,Pushmataha County,11572.0,15.3
2232,Oklahoma,Roger Mills County,3647.0,10.6
2233,Oklahoma,Rogers County,86905.0,8.3
2234,Oklahoma,Seminole County,25482.0,15.2
2235,Oklahoma,Sequoyah County,42391.0,15.7
2236,Oklahoma,Stephens County,45048.0,12.5
2237,Oklahoma,Texas County,20640.0,10.0
2238,Oklahoma,Tillman County,7992.0,15.9
2239,Oklahoma,Tulsa County,603403.0,13.2
2240,Oklahoma,Wagoner County,73085.0,8.4
2241,Oklahoma,Washington County,50976.0,10.5
2242,Oklahoma,Washita County,11629.0,14.4
2243,Oklahoma,Woods County,8878.0,11.9
2244,Oklahoma,Woodward County,20081.0,12.2
2246,Oregon,Baker County,16134.0,11.9
2247,Oregon,Benton County,85579.0,14.0
2248,Oregon,Clackamas County,375992.0,6.4
2249,Oregon,Clatsop County,37039.0,8.5
2250,Oregon,Columbia County,49351.0,8.2
2251,Oregon,Coos County,63043.0,12.7
2252,Oregon,Crook County,20978.0,10.0
2253,Oregon,Curry County,22364.0,11.8
2254,Oregon,Deschutes County,157733.0,7.9
2255,Oregon,Douglas County,107667.0,12.4
2256,Oregon,Gilliam County,1871.0,8.7
2257,Oregon,Grant County,7445.0,12.9
2258,Oregon,Harney County,7422.0,11.5
2259,Oregon,Hood River County,22346.0,8.4
2260,Oregon,Jackson County,203206.0,12.8
2261,Oregon,Jefferson County,21720.0,12.4
2262,Oregon,Josephine County,82713.0,14.2
2263,Oregon,Klamath County,66380.0,15.3
2264,Oregon,Lake County,7895.0,14.3
2265,Oregon,Lane County,351715.0,16.7
2266,Oregon,Lincoln County,46034.0,10.8
2267,Oregon,Linn County,116672.0,10.7
2268,Oregon,Malheur County,31313.0,16.7
2269,Oregon,Marion County,315335.0,12.8
2270,Oregon,Morrow County,11173.0,12.4
2271,Oregon,Multnomah County,735334.0,11.0
2272,Oregon,Polk County,75403.0,10.9
2273,Oregon,Sherman County,1765.0,10.9
2274,Oregon,Tillamook County,25250.0,10.7
2275,Oregon,Umatilla County,75889.0,13.1
2276,Oregon,Union County,25748.0,11.0
2277,Oregon,Wallowa County,7008.0,11.4
2278,Oregon,Wasco County,25213.0,10.5
2279,Oregon,Washington County,529710.0,7.9
2280,Oregon,Wheeler County,1441.0,14.7
2281,Oregon,Yamhill County,99193.0,10.2
2283,Pennsylvania,Adams County,101407.0,6.5
2284,Pennsylvania,Allegheny County,1223348.0,11.0
2285,Pennsylvania,Armstrong County,68941.0,7.3
2286,Pennsylvania,Beaver County,170539.0,9.6
2287,Pennsylvania,Bedford County,49762.0,8.2
2288,Pennsylvania,Berks County,411442.0,10.2
2289,Pennsylvania,Blair County,127089.0,12.3
2290,Pennsylvania,Bradford County,62622.0,10.4
2291,Pennsylvania,Bucks County,625249.0,4.9
2292,Pennsylvania,Butler County,183862.0,7.5
2293,Pennsylvania,Cambria County,143679.0,12.9
2294,Pennsylvania,Cameron County,5085.0,10.9
2295,Pennsylvania,Carbon County,65249.0,9.8
2296,Pennsylvania,Centre County,153990.0,16.5
2297,Pennsylvania,Chester County,498886.0,5.8
2298,Pennsylvania,Clarion County,39988.0,12.9
2299,Pennsylvania,Clearfield County,81642.0,12.9
2300,Pennsylvania,Clinton County,39238.0,9.5
2301,Pennsylvania,Columbia County,67295.0,10.2
2302,Pennsylvania,Crawford County,88765.0,11.2
2303,Pennsylvania,Cumberland County,235406.0,6.1
2304,Pennsylvania,Dauphin County,268100.0,11.7
2305,Pennsylvania,Delaware County,558979.0,7.8
2306,Pennsylvania,Elk County,31946.0,7.3
2307,Pennsylvania,Erie County,280566.0,13.7
2308,Pennsylvania,Fayette County,136606.0,12.2
2309,Pennsylvania,Forest County,7716.0,18.0
2310,Pennsylvania,Franklin County,149618.0,9.3
2311,Pennsylvania,Fulton County,14845.0,9.2
2312,Pennsylvania,Greene County,38686.0,13.1
2313,Pennsylvania,Huntingdon County,45913.0,11.2
2314,Pennsylvania,Indiana County,88880.0,12.9
2315,Pennsylvania,Jefferson County,45200.0,12.3
2316,Pennsylvania,Juniata County,24636.0,7.1
2317,Pennsylvania,Lackawanna County,214437.0,12.7
2318,Pennsylvania,Lancaster County,519445.0,6.9
2319,Pennsylvania,Lawrence County,91108.0,13.7
2320,Pennsylvania,Lebanon County,133568.0,8.3
2321,Pennsylvania,Lehigh County,349497.0,10.5
2322,Pennsylvania,Luzerne County,320918.0,12.5
2323,Pennsylvania,Lycoming County,116111.0,11.1
2324,Pennsylvania,McKean County,43450.0,14.2
2325,Pennsylvania,Mercer County,116638.0,13.5
2326,Pennsylvania,Mifflin County,46682.0,12.3
2327,Pennsylvania,Monroe County,169842.0,10.2
2328,Pennsylvania,Montgomery County,799874.0,5.2
2329,Pennsylvania,Montour County,18267.0,8.1
2330,Pennsylvania,Northampton County,297735.0,8.8
2331,Pennsylvania,Northumberland County,94528.0,11.3
2332,Pennsylvania,Perry County,45969.0,8.3
2333,Pennsylvania,Philadelphia County,1526006.0,23.2
2334,Pennsylvania,Pike County,57369.0,8.4
2335,Pennsylvania,Potter County,17457.0,11.9
2336,Pennsylvania,Schuylkill County,148289.0,11.2
2337,Pennsylvania,Snyder County,39702.0,8.4
2338,Pennsylvania,Somerset County,77742.0,9.7
2339,Pennsylvania,Sullivan County,6428.0,11.2
2340,Pennsylvania,Susquehanna County,43356.0,10.8
2341,Pennsylvania,Tioga County,41981.0,12.7
2342,Pennsylvania,Union County,44947.0,10.0
2343,Pennsylvania,Venango County,54984.0,12.8
2344,Pennsylvania,Warren County,41815.0,9.2
2345,Pennsylvania,Washington County,207820.0,7.6
2346,Pennsylvania,Wayne County,52822.0,10.6
2347,Pennsylvania,Westmoreland County,365169.0,8.1
2348,Pennsylvania,Wyoming County,28276.0,9.7
2349,Pennsylvania,York County,434972.0,7.7
2351,Rhode Island,Bristol County,49875.0,6.0
2352,Rhode Island,Kent County,166158.0,6.2
2353,Rhode Island,Newport County,82888.0,6.2
2354,Rhode Island,Providence County,626667.0,15.1
2355,Rhode Island,Washington County,126979.0,6.3
2357,South Carolina,Abbeville County,25417.0,16.1
2358,South Carolina,Aiken County,160099.0,12.7
2359,South Carolina,Allendale County,10419.0,28.5
2360,South Carolina,Anderson County,187126.0,12.8
2361,South Carolina,Bamberg County,15987.0,20.7
2362,South Carolina,Barnwell County,22621.0,18.0
2363,South Carolina,Beaufort County,162233.0,9.2
2364,South Carolina,Berkeley County,177843.0,11.3
2365,South Carolina,Calhoun County,15175.0,14.6
2366,South Carolina,Charleston County,350209.0,12.6
2367,South Carolina,Cherokee County,55342.0,13.7
2368,South Carolina,Chester County,33140.0,14.4
2369,South Carolina,Chesterfield County,46734.0,17.3
2370,South Carolina,Clarendon County,34971.0,22.3
2371,South Carolina,Colleton County,38892.0,15.3
2372,South Carolina,Darlington County,68681.0,19.7
2373,South Carolina,Dillon County,32062.0,27.5
2374,South Carolina,Dorchester County,136555.0,9.2
2375,South Carolina,Edgefield County,26985.0,14.9
2376,South Carolina,Fairfield County,23956.0,19.4
2377,South Carolina,Florence County,136885.0,15.3
2378,South Carolina,Georgetown County,60158.0,16.9
2379,South Carolina,Greenville County,451225.0,9.7
2380,South Carolina,Greenwood County,69661.0,15.4
2381,South Carolina,Hampton County,21090.0,20.9
2382,South Carolina,Horry County,269291.0,12.9
2383,South Carolina,Jasper County,24777.0,14.8
2384,South Carolina,Kershaw County,61697.0,12.0
2385,South Carolina,Lancaster County,76652.0,11.2
2386,South Carolina,Laurens County,66537.0,16.8
2387,South Carolina,Lee County,19220.0,22.4
2388,South Carolina,Lexington County,262391.0,11.0
2389,South Carolina,McCormick County,10233.0,14.2
2390,South Carolina,Marion County,33062.0,20.2
2391,South Carolina,Marlboro County,28933.0,25.3
2392,South Carolina,Newberry County,37508.0,13.8
2393,South Carolina,Oconee County,74273.0,12.2
2394,South Carolina,Orangeburg County,92501.0,22.3
2395,South Carolina,Pickens County,119224.0,14.2
2396,South Carolina,Richland County,384504.0,15.2
2397,South Carolina,Saluda County,19875.0,11.3
2398,South Carolina,Spartanburg County,284307.0,11.9
2399,South Carolina,Sumter County,107456.0,15.8
2400,South Carolina,Union County,28961.0,16.7
2401,South Carolina,Williamsburg County,34423.0,20.6
2402,South Carolina,York County,226073.0,8.4
2404,South Dakota,Aurora County,2710.0,7.8
2405,South Dakota,Beadle County,17398.0,10.1
2406,South Dakota,Bennett County,3431.0,24.9
2407,South Dakota,Bon Homme County,7070.0,12.1
2408,South Dakota,Brookings County,31965.0,9.5
2409,South Dakota,Brown County,36531.0,8.9
2410,South Dakota,Brule County,5255.0,12.8
2411,South Dakota,Buffalo County,1912.0,37.8
2412,South Dakota,Butte County,10110.0,11.4
2413,South Dakota,Campbell County,1466.0,8.3
2414,South Dakota,Charles Mix County,9129.0,16.4
2415,South Dakota,Clark County,3691.0,9.8
2416,South Dakota,Clay County,13864.0,15.6
2417,South Dakota,Codington County,27227.0,9.3
2418,South Dakota,Corson County,4050.0,26.3
2419,South Dakota,Custer County,8216.0,7.9
2420,South Dakota,Davison County,19504.0,9.5
2421,South Dakota,Day County,5710.0,12.4
2422,South Dakota,Deuel County,4364.0,7.0
2423,South Dakota,Dewey County,5301.0,20.9
2424,South Dakota,Douglas County,3002.0,9.2
2425,South Dakota,Edmunds County,4071.0,8.8
2426,South Dakota,Fall River County,7094.0,10.0
2427,South Dakota,Faulk County,2364.0,11.9
2428,South Dakota,Grant County,7356.0,7.8
2429,South Dakota,Gregory County,4271.0,12.8
2430,South Dakota,Haakon County,1937.0,8.5
2431,South Dakota,Hamlin County,5903.0,7.2
2432,South Dakota,Hand County,3431.0,7.6
2433,South Dakota,Hanson County,3331.0,6.8
2434,South Dakota,Harding County,1255.0,8.2
2435,South Dakota,Hughes County,17022.0,7.4
2436,South Dakota,Hutchinson County,7343.0,8.7
2437,South Dakota,Hyde County,1420.0,7.9
2438,South Dakota,Jackson County,3031.0,26.2
2439,South Dakota,Jerauld County,2071.0,11.0
2440,South Dakota,Jones County,1006.0,10.1
2441,South Dakota,Kingsbury County,5148.0,6.9
2442,South Dakota,Lake County,11200.0,8.2
2443,South Dakota,Lawrence County,24097.0,10.2
2444,South Dakota,Lincoln County,44828.0,3.6
2445,South Dakota,Lyman County,3755.0,16.4
2446,South Dakota,McCook County,5618.0,7.4
2447,South Dakota,McPherson County,2459.0,13.2
2448,South Dakota,Marshall County,4656.0,9.2
2449,South Dakota,Meade County,25434.0,6.4
2450,South Dakota,Mellette County,2048.0,28.7
2451,South Dakota,Miner County,2389.0,8.8
2452,South Dakota,Minnehaha County,169468.0,8.5
2453,South Dakota,Moody County,6486.0,7.7
2454,South Dakota,Oglala Lakota County,13586.0,47.4
2455,South Dakota,Pennington County,100948.0,11.5
2456,South Dakota,Perkins County,2982.0,10.6
2457,South Dakota,Potter County,2329.0,7.8
2458,South Dakota,Roberts County,10149.0,17.4
2459,South Dakota,Sanborn County,2355.0,9.8
2460,South Dakota,Spink County,6415.0,10.0
2461,South Dakota,Stanley County,2966.0,6.0
2462,South Dakota,Sully County,1373.0,6.7
2463,South Dakota,Todd County,9612.0,41.3
2464,South Dakota,Tripp County,5644.0,15.9
2465,South Dakota,Turner County,8347.0,7.4
2466,South Dakota,Union County,14399.0,4.6
2467,South Dakota,Walworth County,5438.0,11.6
2468,South Dakota,Yankton County,22438.0,8.6
2469,South Dakota,Ziebach County,2801.0,34.1
2471,Tennessee,Anderson County,75129.0,13.8
2472,Tennessee,Bedford County,45058.0,11.5
2473,Tennessee,Benton County,16489.0,15.3
2474,Tennessee,Bledsoe County,12876.0,21.3
2475,Tennessee,Blount County,123010.0,8.1
2476,Tennessee,Bradley County,98963.0,12.1
2477,Tennessee,Campbell County,40716.0,17.0
2478,Tennessee,Cannon County,13801.0,11.1
2479,Tennessee,Carroll County,28522.0,15.0
2480,Tennessee,Carter County,57424.0,15.7
2481,Tennessee,Cheatham County,39105.0,8.4
2482,Tennessee,Chester County,17131.0,12.4
2483,Tennessee,Claiborne County,32213.0,19.7
2484,Tennessee,Clay County,7861.0,16.2
2485,Tennessee,Cocke County,35662.0,18.2
2486,Tennessee,Coffee County,52796.0,13.0
2487,Tennessee,Crockett County,14586.0,16.1
2488,Tennessee,Cumberland County,56053.0,11.7
2489,Tennessee,Davidson County,626681.0,14.2
2490,Tennessee,Decatur County,11757.0,14.4
2491,Tennessee,DeKalb County,18723.0,13.6
2492,Tennessee,Dickson County,49666.0,11.4
2493,Tennessee,Dyer County,38335.0,14.8
2494,Tennessee,Fayette County,38413.0,10.7
2495,Tennessee,Fentress County,17959.0,15.8
2496,Tennessee,Franklin County,41052.0,13.2
2497,Tennessee,Gibson County,49683.0,13.6
2498,Tennessee,Giles County,29485.0,11.8
2499,Tennessee,Grainger County,22657.0,14.8
2500,Tennessee,Greene County,68831.0,12.2
2501,Tennessee,Grundy County,13703.0,16.7
2502,Tennessee,Hamblen County,62544.0,14.1
2503,Tennessee,Hamilton County,336463.0,11.4
2504,Tennessee,Hancock County,6819.0,23.9
2505,Tennessee,Hardeman County,27253.0,18.5
2506,Tennessee,Hardin County,26026.0,16.5
2507,Tennessee,Hawkins County,56833.0,15.6
2508,Tennessee,Haywood County,18787.0,16.3
2509,Tennessee,Henderson County,27769.0,15.0
2510,Tennessee,Henry County,32330.0,15.8
2511,Tennessee,Hickman County,24690.0,12.5
2512,Tennessee,Houston County,8426.0,12.8
2513,Tennessee,Humphreys County,18538.0,10.7
2514,Tennessee,Jackson County,11638.0,15.7
2515,Tennessee,Jefferson County,51407.0,11.0
2516,Tennessee,Johnson County,18244.0,15.5
2517,Tennessee,Knox County,432226.0,11.9
2518,Tennessee,Lake County,7832.0,26.8
2519,Tennessee,Lauderdale County,27815.0,20.9
2520,Tennessee,Lawrence County,41869.0,14.9
2521,Tennessee,Lewis County,12161.0,14.0
2522,Tennessee,Lincoln County,33361.0,11.7
2523,Tennessee,Loudon County,48556.0,7.0
2524,Tennessee,McMinn County,52266.0,13.0
2525,Tennessee,McNairy County,26075.0,14.1
2526,Tennessee,Macon County,22248.0,14.4
2527,Tennessee,Madison County,98294.0,15.3
2528,Tennessee,Marion County,28237.0,12.0
2529,Tennessee,Marshall County,30617.0,11.8
2530,Tennessee,Maury County,80956.0,8.8
2531,Tennessee,Meigs County,11753.0,14.1
2532,Tennessee,Monroe County,44519.0,12.5
2533,Tennessee,Montgomery County,172331.0,10.3
2534,Tennessee,Moore County,6362.0,6.9
2535,Tennessee,Morgan County,21987.0,16.3
2536,Tennessee,Obion County,31807.0,14.8
2537,Tennessee,Overton County,22083.0,11.5
2538,Tennessee,Perry County,7915.0,13.6
2539,Tennessee,Pickett County,5077.0,12.2
2540,Tennessee,Polk County,16825.0,12.4
2541,Tennessee,Putnam County,72321.0,11.8
2542,Tennessee,Rhea County,31809.0,15.2
2543,Tennessee,Roane County,54181.0,11.7
2544,Tennessee,Robertson County,66283.0,8.7
2545,Tennessee,Rutherford County,262604.0,9.1
2546,Tennessee,Scott County,22228.0,16.8
2547,Tennessee,Sequatchie County,14112.0,12.4
2548,Tennessee,Sevier County,89889.0,11.7
2549,Tennessee,Shelby County,927644.0,20.3
2550,Tennessee,Smith County,19166.0,11.0
2551,Tennessee,Stewart County,13324.0,10.7
2552,Tennessee,Sullivan County,156823.0,14.5
2553,Tennessee,Sumner County,160645.0,7.6
2554,Tennessee,Tipton County,61081.0,9.3
2555,Tennessee,Trousdale County,7870.0,14.2
2556,Tennessee,Unicoi County,18313.0,12.7
2557,Tennessee,Union County,19109.0,16.1
2558,Tennessee,Van Buren County,5548.0,12.5
2559,Tennessee,Warren County,39839.0,19.6
2560,Tennessee,Washington County,122979.0,13.0
2561,Tennessee,Wayne County,17021.0,16.5
2562,Tennessee,Weakley County,35021.0,16.7
2563,Tennessee,White County,25841.0,14.0
2564,Tennessee,Williamson County,183182.0,3.0
2565,Tennessee,Wilson County,113993.0,6.4
2567,Texas,Anderson County,58458.0,15.2
2568,Texas,Andrews County,14786.0,8.1
2569,Texas,Angelina County,86771.0,14.8
2570,Texas,Aransas County,23158.0,15.6
2571,Texas,Archer County,9054.0,8.5
2572,Texas,Armstrong County,1901.0,8.2
2573,Texas,Atascosa County,44911.0,12.2
2574,Texas,Austin County,28417.0,7.7
2575,Texas,Bailey County,7165.0,11.8
2576,Texas,Bandera County,20485.0,10.7
2577,Texas,Bastrop County,74171.0,10.1
2578,Texas,Baylor County,3726.0,12.0
2579,Texas,Bee County,31861.0,21.0
2580,Texas,Bell County,310235.0,11.2
2581,Texas,Bexar County,1714773.0,16.4
2582,Texas,Blanco County,10497.0,7.7
2583,Texas,Borden County,641.0,7.6
2584,Texas,Bosque County,18212.0,11.7
2585,Texas,Bowie County,92565.0,16.5
2586,Texas,Brazoria County,313166.0,8.4
2587,Texas,Brazos County,194851.0,21.1
2588,Texas,Brewster County,9232.0,12.9
2589,Texas,Briscoe County,1637.0,12.7
2590,Texas,Brooks County,7223.0,23.5
2591,Texas,Brown County,38106.0,9.7
2592,Texas,Burleson County,17187.0,11.4
2593,Texas,Burnet County,42750.0,8.5
2594,Texas,Caldwell County,38066.0,11.4
2595,Texas,Calhoun County,21381.0,10.7
2596,Texas,Callahan County,13544.0,9.0
2597,Texas,Cameron County,406220.0,25.6
2598,Texas,Camp County,12401.0,14.7
2599,Texas,Carson County,6182.0,6.8
2600,Texas,Cass County,30464.0,17.0
2601,Texas,Castro County,8062.0,13.4
2602,Texas,Chambers County,35096.0,6.6
2603,Texas,Cherokee County,50845.0,13.9
2604,Texas,Childress County,7041.0,16.2
